timestamp,avg_latency,max_latency,latency_std,request_rate,error_rate,errors_per_window,freq_normal,freq_slow,freq_db,freq_error,freq_validate,is_anomaly
2026-03-09 21:11:30+00:00,253.66666666666666,1487,566.3719197798841,0.4,0.08333333333333333,1,0.75,0.16666666666666666,0.0,0.08333333333333333,0.0,0
2026-03-09 21:12:00+00:00,203.88785046728972,6017,864.7120398329887,3.566666666666667,0.5887850467289719,63,0.6448598130841121,0.19626168224299065,0.04672897196261682,0.09345794392523364,0.018691588785046728,0
2026-03-09 21:12:30+00:00,2.281767955801105,22,1.5787298591204817,6.033333333333333,0.994475138121547,180,0.7237569060773481,0.19889502762430938,0.04419889502762431,0.016574585635359115,0.016574585635359115,0
2026-03-09 21:13:00+00:00,309.5681818181818,7016,1182.39571526698,2.933333333333333,0.38636363636363635,34,0.6704545454545454,0.1590909090909091,0.056818181818181816,0.06818181818181818,0.045454545454545456,0
2026-03-09 21:13:30+00:00,14.376190476190477,1412,114.89960837425359,7.0,0.8809523809523809,185,0.7285714285714285,0.18571428571428572,0.04285714285714286,0.03333333333333333,0.009523809523809525,0
2026-03-09 21:14:00+00:00,259.70786516853934,6014,1056.0262372154568,2.966666666666667,0.6179775280898876,55,0.6966292134831461,0.23595505617977527,0.056179775280898875,0.011235955056179775,0.0,0
2026-03-09 21:14:30+00:00,20.85945945945946,1339,147.5525393889953,6.166666666666667,0.972972972972973,180,0.6486486486486487,0.2756756756756757,0.016216216216216217,0.043243243243243246,0.016216216216216217,0
2026-03-09 21:15:00+00:00,508.98039215686276,6019,1227.7601311363078,1.7,0.09803921568627451,5,0.6078431372549019,0.27450980392156865,0.058823529411764705,0.058823529411764705,0.0,0
2026-03-09 21:15:30+00:00,117.45864661654136,7019,807.4518703292193,4.433333333333334,0.9022556390977443,120,0.7293233082706767,0.19548872180451127,0.03007518796992481,0.03759398496240601,0.007518796992481203,0
2026-03-09 21:16:00+00:00,388.9,6018,1194.702414587118,2.3333333333333335,0.3142857142857143,22,0.6857142857142857,0.2571428571428571,0.014285714285714285,0.02857142857142857,0.014285714285714285,0
2026-03-09 21:16:30+00:00,9.608040201005025,1413,100.00210672365904,6.633333333333334,0.9798994974874372,195,0.7085427135678392,0.18592964824120603,0.04020100502512563,0.05527638190954774,0.010050251256281407,0
2026-03-09 21:17:00+00:00,179.5391304347826,5013,717.0876929778462,3.8333333333333335,0.6,69,0.6347826086956522,0.2608695652173913,0.034782608695652174,0.06086956521739131,0.008695652173913044,0
2026-03-09 21:17:30+00:00,10.552238805970148,886,81.68438349808785,6.7,0.9701492537313433,195,0.746268656716418,0.1691542288557214,0.03482587064676617,0.03482587064676617,0.014925373134328358,0
2026-03-09 21:18:00+00:00,454.828125,7014,1309.1847281914656,2.1333333333333333,0.1875,12,0.625,0.265625,0.03125,0.0625,0.015625,0
2026-03-09 21:18:30+00:00,13.606965174129353,1265,112.79569916997627,6.7,0.9751243781094527,196,0.7213930348258707,0.19900497512437812,0.014925373134328358,0.05472636815920398,0.009950248756218905,0
2026-03-09 21:19:00+00:00,149.344,7006,838.893223471913,4.166666666666667,0.584,73,0.76,0.184,0.016,0.024,0.016,0
2026-03-09 21:19:30+00:00,2.260204081632653,22,1.5553540150021328,6.533333333333333,0.9948979591836735,195,0.7397959183673469,0.15816326530612246,0.04081632653061224,0.04081632653061224,0.02040816326530612,0
2026-03-09 21:20:00+00:00,863.6363636363636,7004,1899.8944184181296,1.1,0.06060606060606061,2,0.6060606060606061,0.30303030303030304,0.06060606060606061,0.030303030303030304,0.0,0
2026-03-09 21:20:30+00:00,212.8,7015,1026.4778782883657,3.5,0.6761904761904762,71,0.6571428571428571,0.2571428571428571,0.047619047619047616,0.0380952380952381,0.0,0
2026-03-09 21:21:00+00:00,676.6829268292682,7009,1675.887219341212,1.3666666666666667,0.04878048780487805,2,0.6829268292682927,0.2682926829268293,0.0,0.04878048780487805,0.0,0
2026-03-09 21:21:30+00:00,21.334975369458128,1187,136.4477055319185,6.766666666666667,0.9408866995073891,191,0.7192118226600985,0.18719211822660098,0.024630541871921183,0.04433497536945813,0.024630541871921183,0
2026-03-09 21:22:00+00:00,307.30120481927713,6011,915.8655873123092,2.7666666666666666,0.39759036144578314,33,0.6144578313253012,0.27710843373493976,0.03614457831325301,0.060240963855421686,0.012048192771084338,0
2026-03-09 21:22:30+00:00,2.9655172413793105,19,2.584740797648866,5.8,0.9712643678160919,169,0.5057471264367817,0.16666666666666666,0.017241379310344827,0.28160919540229884,0.028735632183908046,0
2026-03-09 21:23:00+00:00,897.3703703703703,7016,2021.4985710938488,0.9,0.37037037037037035,10,0.37037037037037035,0.25925925925925924,0.0,0.37037037037037035,0.0,0
2026-03-09 21:23:30+00:00,41.166666666666664,7019,493.2321086183313,6.8,0.9411764705882353,192,0.36764705882352944,0.19117647058823528,0.029411764705882353,0.39705882352941174,0.014705882352941176,0
2026-03-09 21:24:00+00:00,357.72222222222223,7010,1402.4214694546793,1.8,0.37037037037037035,20,0.5370370370370371,0.07407407407407407,0.018518518518518517,0.37037037037037035,0.0,0
2026-03-09 21:24:30+00:00,34.00888888888889,7018,467.6864600569862,7.5,0.9555555555555556,215,0.41333333333333333,0.13777777777777778,0.02666666666666667,0.4,0.022222222222222223,0
2026-03-09 21:25:00+00:00,538.4090909090909,7010,1637.5900659510244,1.4666666666666666,0.36363636363636365,16,0.4318181818181818,0.1590909090909091,0.045454545454545456,0.3181818181818182,0.045454545454545456,0
2026-03-09 21:25:30+00:00,44.18238993710692,6016,478.98498767925923,5.3,0.9559748427672956,152,0.6226415094339622,0.20754716981132076,0.031446540880503145,0.11320754716981132,0.025157232704402517,0
2026-03-09 21:26:00+00:00,520.1730769230769,7017,1570.6622272793445,1.7333333333333334,0.07692307692307693,4,0.7884615384615384,0.1346153846153846,0.0,0.07692307692307693,0.0,0
2026-03-09 21:26:30+00:00,8.741784037558686,718,64.6396688078973,7.1,0.9765258215962441,208,0.7089201877934272,0.19718309859154928,0.04225352112676056,0.03755868544600939,0.014084507042253521,0
2026-03-09 21:27:00+00:00,798.7586206896551,7005,1763.0207164971232,0.9666666666666667,0.034482758620689655,1,0.5862068965517241,0.3103448275862069,0.034482758620689655,0.034482758620689655,0.034482758620689655,0
2026-03-09 21:27:30+00:00,52.80904522613066,6016,446.77978409203604,6.633333333333334,0.8592964824120602,171,0.7336683417085427,0.18592964824120603,0.02512562814070352,0.04020100502512563,0.01507537688442211,0
